file_id;file_name;file_bucket;file_path;file_size;file_hash_code
21;ORTHOMCL421;denethor;data/full_dataset/ORTHOMCL421;2439;
22;tree_ORTHOMCL421.nexus;denethor;tree/tree_ORTHOMCL421.nexus;521;
23;ORTHOMCL337;denethor;data/full_dataset/ORTHOMCL337;3213;
24;tree_ORTHOMCL337.nexus;denethor;tree/tree_ORTHOMCL337.nexus;581;
25;ORTHOMCL358;denethor;data/full_dataset/ORTHOMCL358;3265;
26;tree_ORTHOMCL358.nexus;denethor;tree/tree_ORTHOMCL358.nexus;567;
27;ORTHOMCL256_2;denethor;data/full_dataset/ORTHOMCL256_2;2666;
28;tree_ORTHOMCL256_2.nexus;denethor;tree/tree_ORTHOMCL256_2.nexus;640;
29;ORTHOMCL364;denethor;data/full_dataset/ORTHOMCL364;3224;
30;tree_ORTHOMCL364.nexus;denethor;tree/tree_ORTHOMCL364.nexus;575;
31;ORTHOMCL371;denethor;data/full_dataset/ORTHOMCL371;2771;
32;tree_ORTHOMCL371.nexus;denethor;tree/tree_ORTHOMCL371.nexus;511;
33;ORTHOMCL374;denethor;data/full_dataset/ORTHOMCL374;2627;
34;tree_ORTHOMCL374.nexus;denethor;tree/tree_ORTHOMCL374.nexus;563;
35;tree_ORTHOMCL320_Inner1.nexus;denethor;subtree/tree_ORTHOMCL320_Inner1.nexus;187;
36;tree_ORTHOMCL320_Inner2.nexus;denethor;subtree/tree_ORTHOMCL320_Inner2.nexus;245;
37;tree_ORTHOMCL320_Inner3.nexus;denethor;subtree/tree_ORTHOMCL320_Inner3.nexus;309;
38;tree_ORTHOMCL320_Inner4.nexus;denethor;subtree/tree_ORTHOMCL320_Inner4.nexus;199;
39;tree_ORTHOMCL320_Inner5.nexus;denethor;subtree/tree_ORTHOMCL320_Inner5.nexus;367;
40;tree_ORTHOMCL320_Inner6.nexus;denethor;subtree/tree_ORTHOMCL320_Inner6.nexus;187;
41;tree_ORTHOMCL320_Inner7.nexus;denethor;subtree/tree_ORTHOMCL320_Inner7.nexus;595;
42;tree_ORTHOMCL421_Inner1.nexus;denethor;subtree/tree_ORTHOMCL421_Inner1.nexus;185;
43;tree_ORTHOMCL421_Inner2.nexus;denethor;subtree/tree_ORTHOMCL421_Inner2.nexus;249;
44;tree_ORTHOMCL421_Inner3.nexus;denethor;subtree/tree_ORTHOMCL421_Inner3.nexus;187;
45;tree_ORTHOMCL421_Inner4.nexus;denethor;subtree/tree_ORTHOMCL421_Inner4.nexus;305;
46;tree_ORTHOMCL421_Inner5.nexus;denethor;subtree/tree_ORTHOMCL421_Inner5.nexus;187;
47;tree_ORTHOMCL421_Inner6.nexus;denethor;subtree/tree_ORTHOMCL421_Inner6.nexus;521;
48;tree_ORTHOMCL337_Inner1.nexus;denethor;subtree/tree_ORTHOMCL337_Inner1.nexus;187;
49;tree_ORTHOMCL337_Inner2.nexus;denethor;subtree/tree_ORTHOMCL337_Inner2.nexus;191;
50;tree_ORTHOMCL337_Inner3.nexus;denethor;subtree/tree_ORTHOMCL337_Inner3.nexus;243;
51;tree_ORTHOMCL337_Inner4.nexus;denethor;subtree/tree_ORTHOMCL337_Inner4.nexus;363;
52;tree_ORTHOMCL337_Inner5.nexus;denethor;subtree/tree_ORTHOMCL337_Inner5.nexus;421;
53;tree_ORTHOMCL337_Inner6.nexus;denethor;subtree/tree_ORTHOMCL337_Inner6.nexus;191;
54;tree_ORTHOMCL337_Inner7.nexus;denethor;subtree/tree_ORTHOMCL337_Inner7.nexus;581;
55;tree_ORTHOMCL358_Inner1.nexus;denethor;subtree/tree_ORTHOMCL358_Inner1.nexus;187;
56;tree_ORTHOMCL358_Inner2.nexus;denethor;subtree/tree_ORTHOMCL358_Inner2.nexus;187;
57;tree_ORTHOMCL358_Inner3.nexus;denethor;subtree/tree_ORTHOMCL358_Inner3.nexus;183;
58;tree_ORTHOMCL358_Inner4.nexus;denethor;subtree/tree_ORTHOMCL358_Inner4.nexus;239;
59;tree_ORTHOMCL358_Inner5.nexus;denethor;subtree/tree_ORTHOMCL358_Inner5.nexus;355;
60;tree_ORTHOMCL358_Inner6.nexus;denethor;subtree/tree_ORTHOMCL358_Inner6.nexus;243;
61;tree_ORTHOMCL358_Inner7.nexus;denethor;subtree/tree_ORTHOMCL358_Inner7.nexus;567;
62;tree_ORTHOMCL256_2_Inner1.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner1.nexus;187;
63;tree_ORTHOMCL256_2_Inner2.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner2.nexus;245;
64;tree_ORTHOMCL256_2_Inner3.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner3.nexus;301;
65;tree_ORTHOMCL256_2_Inner4.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner4.nexus;191;
66;tree_ORTHOMCL256_2_Inner5.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner5.nexus;421;
67;tree_ORTHOMCL256_2_Inner6.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner6.nexus;481;
68;tree_ORTHOMCL256_2_Inner7.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner7.nexus;539;
69;tree_ORTHOMCL256_2_Inner8.nexus;denethor;subtree/tree_ORTHOMCL256_2_Inner8.nexus;640;
70;tree_ORTHOMCL364_Inner1.nexus;denethor;subtree/tree_ORTHOMCL364_Inner1.nexus;187;
71;tree_ORTHOMCL364_Inner2.nexus;denethor;subtree/tree_ORTHOMCL364_Inner2.nexus;243;
72;tree_ORTHOMCL364_Inner3.nexus;denethor;subtree/tree_ORTHOMCL364_Inner3.nexus;299;
73;tree_ORTHOMCL364_Inner4.nexus;denethor;subtree/tree_ORTHOMCL364_Inner4.nexus;187;
74;tree_ORTHOMCL364_Inner5.nexus;denethor;subtree/tree_ORTHOMCL364_Inner5.nexus;183;
75;tree_ORTHOMCL364_Inner6.nexus;denethor;subtree/tree_ORTHOMCL364_Inner6.nexus;415;
76;tree_ORTHOMCL364_Inner7.nexus;denethor;subtree/tree_ORTHOMCL364_Inner7.nexus;575;
77;tree_ORTHOMCL371_Inner1.nexus;denethor;subtree/tree_ORTHOMCL371_Inner1.nexus;187;
78;tree_ORTHOMCL371_Inner2.nexus;denethor;subtree/tree_ORTHOMCL371_Inner2.nexus;183;
79;tree_ORTHOMCL371_Inner3.nexus;denethor;subtree/tree_ORTHOMCL371_Inner3.nexus;299;
80;tree_ORTHOMCL371_Inner4.nexus;denethor;subtree/tree_ORTHOMCL371_Inner4.nexus;357;
81;tree_ORTHOMCL371_Inner5.nexus;denethor;subtree/tree_ORTHOMCL371_Inner5.nexus;185;
82;tree_ORTHOMCL371_Inner6.nexus;denethor;subtree/tree_ORTHOMCL371_Inner6.nexus;511;
83;tree_ORTHOMCL374_Inner1.nexus;denethor;subtree/tree_ORTHOMCL374_Inner1.nexus;183;
84;tree_ORTHOMCL374_Inner2.nexus;denethor;subtree/tree_ORTHOMCL374_Inner2.nexus;239;
85;tree_ORTHOMCL374_Inner3.nexus;denethor;subtree/tree_ORTHOMCL374_Inner3.nexus;183;
86;tree_ORTHOMCL374_Inner4.nexus;denethor;subtree/tree_ORTHOMCL374_Inner4.nexus;297;
87;tree_ORTHOMCL374_Inner5.nexus;denethor;subtree/tree_ORTHOMCL374_Inner5.nexus;353;
88;tree_ORTHOMCL374_Inner6.nexus;denethor;subtree/tree_ORTHOMCL374_Inner6.nexus;465;
89;tree_ORTHOMCL374_Inner7.nexus;denethor;subtree/tree_ORTHOMCL374_Inner7.nexus;563;
90;mafdb_54d8ddd695de385cbe16742ebc6fdcb479cd2b8e3c0cd457826222c83fe6bb7c.json;denethor;mafdb/mafdb_54d8ddd695de385cbe16742ebc6fdcb479cd2b8e3c0cd457826222c83fe6bb7c.json;5180;
91;mafdb_bd5d862db8f1d6b261aaeb3b8ecb83d67004ffb7524cb75c5f1f8454224f7c91.json;denethor;mafdb/mafdb_bd5d862db8f1d6b261aaeb3b8ecb83d67004ffb7524cb75c5f1f8454224f7c91.json;355;
92;mafdb_58aa863a1439bf886daca0713239dba1882676aea5266e0af5bebad97529db92.json;denethor;mafdb/mafdb_58aa863a1439bf886daca0713239dba1882676aea5266e0af5bebad97529db92.json;314;
93;mafdb_861b6fcf310a5a4a01036477cd0e28e972c4aa89be1fcccfc0eab6cd45e9fd74.json;denethor;mafdb/mafdb_861b6fcf310a5a4a01036477cd0e28e972c4aa89be1fcccfc0eab6cd45e9fd74.json;355;
94;mafdb_7d398773bfc3e4435be56d8711457fd7fc190e97e32d7ec51a8a702e16118c4d.json;denethor;mafdb/mafdb_7d398773bfc3e4435be56d8711457fd7fc190e97e32d7ec51a8a702e16118c4d.json;355;
95;mafdb_1f6ccfc97b000b314f6a6c7e2582a4263b17ffc061fef38bd3c9a63fa631759f.json;denethor;mafdb/mafdb_1f6ccfc97b000b314f6a6c7e2582a4263b17ffc061fef38bd3c9a63fa631759f.json;5134;
96;mafdb_c451a256436a5fc45a562eaf2fead8dd42917b32894e636d2b705f5405224a88.json;denethor;mafdb/mafdb_c451a256436a5fc45a562eaf2fead8dd42917b32894e636d2b705f5405224a88.json;355;
97;mafdb_7511017a4e93687a5be47b55aa4c08eff48c283a8153f5e070747057ad693f80.json;denethor;mafdb/mafdb_7511017a4e93687a5be47b55aa4c08eff48c283a8153f5e070747057ad693f80.json;314;
98;mafdb_3891ae3bc299950ca7a78c4d495828659f2cb320e0641ad8c6bfc4ced2d8e2b0.json;denethor;mafdb/mafdb_3891ae3bc299950ca7a78c4d495828659f2cb320e0641ad8c6bfc4ced2d8e2b0.json;355;
99;mafdb_63e5a222404b2abdb2f4233f35cf7f6f6ecf334c551d84a2273756a13cabca1c.json;denethor;mafdb/mafdb_63e5a222404b2abdb2f4233f35cf7f6f6ecf334c551d84a2273756a13cabca1c.json;12575;
100;mafdb_b495b9b9967290b204b19595cef5b896a51e6f93b8673ae28869652b990f4fbb.json;denethor;mafdb/mafdb_b495b9b9967290b204b19595cef5b896a51e6f93b8673ae28869652b990f4fbb.json;10990;
120;ORTHOMCL424;denethor;data/full_dataset/ORTHOMCL424;3233;
121;tree_ORTHOMCL424.nexus;denethor;tree/tree_ORTHOMCL424.nexus;527;
122;ORTHOMCL441;denethor;data/full_dataset/ORTHOMCL441;1865;
123;tree_ORTHOMCL441.nexus;denethor;tree/tree_ORTHOMCL441.nexus;514;
124;ORTHOMCL458;denethor;data/full_dataset/ORTHOMCL458;2258;
125;tree_ORTHOMCL458.nexus;denethor;tree/tree_ORTHOMCL458.nexus;453;
126;ORTHOMCL465;denethor;data/full_dataset/ORTHOMCL465;4105;
127;tree_ORTHOMCL465.nexus;denethor;tree/tree_ORTHOMCL465.nexus;515;
128;ORTHOMCL508;denethor;data/full_dataset/ORTHOMCL508;4715;
129;tree_ORTHOMCL508.nexus;denethor;tree/tree_ORTHOMCL508.nexus;465;
130;ORTHOMCL510;denethor;data/full_dataset/ORTHOMCL510;4851;
131;tree_ORTHOMCL510.nexus;denethor;tree/tree_ORTHOMCL510.nexus;465;
132;ORTHOMCL515;denethor;data/full_dataset/ORTHOMCL515;4496;
133;tree_ORTHOMCL515.nexus;denethor;tree/tree_ORTHOMCL515.nexus;463;
134;ORTHOMCL524;denethor;data/full_dataset/ORTHOMCL524;4047;
135;tree_ORTHOMCL524.nexus;denethor;tree/tree_ORTHOMCL524.nexus;465;
136;ORTHOMCL525;denethor;data/full_dataset/ORTHOMCL525;4012;
137;tree_ORTHOMCL525.nexus;denethor;tree/tree_ORTHOMCL525.nexus;455;
138;ORTHOMCL526;denethor;data/full_dataset/ORTHOMCL526;2659;
139;tree_ORTHOMCL526.nexus;denethor;tree/tree_ORTHOMCL526.nexus;457;
140;tree_ORTHOMCL424_Inner1.nexus;denethor;subtree/tree_ORTHOMCL424_Inner1.nexus;185;
141;tree_ORTHOMCL424_Inner2.nexus;denethor;subtree/tree_ORTHOMCL424_Inner2.nexus;199;
142;tree_ORTHOMCL424_Inner3.nexus;denethor;subtree/tree_ORTHOMCL424_Inner3.nexus;185;
143;tree_ORTHOMCL424_Inner4.nexus;denethor;subtree/tree_ORTHOMCL424_Inner4.nexus;187;
144;tree_ORTHOMCL424_Inner5.nexus;denethor;subtree/tree_ORTHOMCL424_Inner5.nexus;313;
145;tree_ORTHOMCL424_Inner6.nexus;denethor;subtree/tree_ORTHOMCL424_Inner6.nexus;527;
146;tree_ORTHOMCL441_Inner1.nexus;denethor;subtree/tree_ORTHOMCL441_Inner1.nexus;185;
147;tree_ORTHOMCL441_Inner2.nexus;denethor;subtree/tree_ORTHOMCL441_Inner2.nexus;183;
148;tree_ORTHOMCL441_Inner3.nexus;denethor;subtree/tree_ORTHOMCL441_Inner3.nexus;297;
207;tree_ORTHOMCL537.nexus;denethor;tree/tree_ORTHOMCL537.nexus;461;
149;tree_ORTHOMCL441_Inner4.nexus;denethor;subtree/tree_ORTHOMCL441_Inner4.nexus;355;
150;tree_ORTHOMCL441_Inner5.nexus;denethor;subtree/tree_ORTHOMCL441_Inner5.nexus;413;
151;tree_ORTHOMCL441_Inner6.nexus;denethor;subtree/tree_ORTHOMCL441_Inner6.nexus;513;
152;tree_ORTHOMCL458_Inner1.nexus;denethor;subtree/tree_ORTHOMCL458_Inner1.nexus;185;
153;tree_ORTHOMCL458_Inner2.nexus;denethor;subtree/tree_ORTHOMCL458_Inner2.nexus;243;
154;tree_ORTHOMCL458_Inner3.nexus;denethor;subtree/tree_ORTHOMCL458_Inner3.nexus;299;
155;tree_ORTHOMCL458_Inner4.nexus;denethor;subtree/tree_ORTHOMCL458_Inner4.nexus;185;
156;tree_ORTHOMCL458_Inner5.nexus;denethor;subtree/tree_ORTHOMCL458_Inner5.nexus;453;
157;tree_ORTHOMCL465_Inner1.nexus;denethor;subtree/tree_ORTHOMCL465_Inner1.nexus;185;
158;tree_ORTHOMCL465_Inner2.nexus;denethor;subtree/tree_ORTHOMCL465_Inner2.nexus;249;
159;tree_ORTHOMCL465_Inner3.nexus;denethor;subtree/tree_ORTHOMCL465_Inner3.nexus;305;
160;tree_ORTHOMCL465_Inner4.nexus;denethor;subtree/tree_ORTHOMCL465_Inner4.nexus;363;
161;tree_ORTHOMCL465_Inner5.nexus;denethor;subtree/tree_ORTHOMCL465_Inner5.nexus;183;
162;tree_ORTHOMCL465_Inner6.nexus;denethor;subtree/tree_ORTHOMCL465_Inner6.nexus;515;
163;tree_ORTHOMCL508_Inner1.nexus;denethor;subtree/tree_ORTHOMCL508_Inner1.nexus;187;
164;tree_ORTHOMCL508_Inner2.nexus;denethor;subtree/tree_ORTHOMCL508_Inner2.nexus;243;
165;tree_ORTHOMCL508_Inner3.nexus;denethor;subtree/tree_ORTHOMCL508_Inner3.nexus;187;
166;tree_ORTHOMCL508_Inner4.nexus;denethor;subtree/tree_ORTHOMCL508_Inner4.nexus;307;
167;tree_ORTHOMCL508_Inner5.nexus;denethor;subtree/tree_ORTHOMCL508_Inner5.nexus;465;
168;tree_ORTHOMCL510_Inner1.nexus;denethor;subtree/tree_ORTHOMCL510_Inner1.nexus;187;
169;tree_ORTHOMCL510_Inner2.nexus;denethor;subtree/tree_ORTHOMCL510_Inner2.nexus;243;
170;tree_ORTHOMCL510_Inner3.nexus;denethor;subtree/tree_ORTHOMCL510_Inner3.nexus;187;
171;tree_ORTHOMCL510_Inner4.nexus;denethor;subtree/tree_ORTHOMCL510_Inner4.nexus;245;
172;tree_ORTHOMCL510_Inner5.nexus;denethor;subtree/tree_ORTHOMCL510_Inner5.nexus;465;
173;tree_ORTHOMCL515_Inner1.nexus;denethor;subtree/tree_ORTHOMCL515_Inner1.nexus;185;
174;tree_ORTHOMCL515_Inner2.nexus;denethor;subtree/tree_ORTHOMCL515_Inner2.nexus;249;
175;tree_ORTHOMCL515_Inner3.nexus;denethor;subtree/tree_ORTHOMCL515_Inner3.nexus;187;
176;tree_ORTHOMCL515_Inner4.nexus;denethor;subtree/tree_ORTHOMCL515_Inner4.nexus;185;
177;tree_ORTHOMCL515_Inner5.nexus;denethor;subtree/tree_ORTHOMCL515_Inner5.nexus;463;
178;tree_ORTHOMCL524_Inner1.nexus;denethor;subtree/tree_ORTHOMCL524_Inner1.nexus;193;
179;tree_ORTHOMCL524_Inner2.nexus;denethor;subtree/tree_ORTHOMCL524_Inner2.nexus;187;
180;tree_ORTHOMCL524_Inner3.nexus;denethor;subtree/tree_ORTHOMCL524_Inner3.nexus;187;
181;tree_ORTHOMCL524_Inner4.nexus;denethor;subtree/tree_ORTHOMCL524_Inner4.nexus;303;
182;tree_ORTHOMCL524_Inner5.nexus;denethor;subtree/tree_ORTHOMCL524_Inner5.nexus;465;
183;tree_ORTHOMCL525_Inner1.nexus;denethor;subtree/tree_ORTHOMCL525_Inner1.nexus;185;
184;tree_ORTHOMCL525_Inner2.nexus;denethor;subtree/tree_ORTHOMCL525_Inner2.nexus;187;
185;tree_ORTHOMCL525_Inner3.nexus;denethor;subtree/tree_ORTHOMCL525_Inner3.nexus;185;
186;tree_ORTHOMCL525_Inner4.nexus;denethor;subtree/tree_ORTHOMCL525_Inner4.nexus;299;
187;tree_ORTHOMCL525_Inner5.nexus;denethor;subtree/tree_ORTHOMCL525_Inner5.nexus;455;
188;tree_ORTHOMCL526_Inner1.nexus;denethor;subtree/tree_ORTHOMCL526_Inner1.nexus;187;
189;tree_ORTHOMCL526_Inner2.nexus;denethor;subtree/tree_ORTHOMCL526_Inner2.nexus;187;
190;tree_ORTHOMCL526_Inner3.nexus;denethor;subtree/tree_ORTHOMCL526_Inner3.nexus;243;
191;tree_ORTHOMCL526_Inner4.nexus;denethor;subtree/tree_ORTHOMCL526_Inner4.nexus;243;
192;tree_ORTHOMCL526_Inner5.nexus;denethor;subtree/tree_ORTHOMCL526_Inner5.nexus;457;
193;mafdb_c1f206b6efa75e1df509578ad4d9fb9ea330d34e7283ccf9d6ad80fdedf66b9a.json;denethor;mafdb/mafdb_c1f206b6efa75e1df509578ad4d9fb9ea330d34e7283ccf9d6ad80fdedf66b9a.json;314;
194;mafdb_c3c2025f352d34b4b79a48619176577388b06f30619772ddea31df49ee988aff.json;denethor;mafdb/mafdb_c3c2025f352d34b4b79a48619176577388b06f30619772ddea31df49ee988aff.json;314;
195;mafdb_c5b5a3a4bd54a110140df77527325958d257fc9b669bca89b332593540c1dc20.json;denethor;mafdb/mafdb_c5b5a3a4bd54a110140df77527325958d257fc9b669bca89b332593540c1dc20.json;273;
196;mafdb_51e18dc31f0c330513b45085a52c5ecd1e4a0a9130d2805a71368f1cbe17f65e.json;denethor;mafdb/mafdb_51e18dc31f0c330513b45085a52c5ecd1e4a0a9130d2805a71368f1cbe17f65e.json;314;
197;mafdb_95cfb922ebd546f21edcc627a60ea2a6235550bbba3696739fcaca409f1a0232.json;denethor;mafdb/mafdb_95cfb922ebd546f21edcc627a60ea2a6235550bbba3696739fcaca409f1a0232.json;273;
198;mafdb_783d326a98c97c227099cd46e1eb2739e8954c844e628390759f21e7b4e19db0.json;denethor;mafdb/mafdb_783d326a98c97c227099cd46e1eb2739e8954c844e628390759f21e7b4e19db0.json;273;
199;mafdb_e7fcb374868f23c5b66908ff13d437f525bdef064d3f7604b08f9b68087e91c4.json;denethor;mafdb/mafdb_e7fcb374868f23c5b66908ff13d437f525bdef064d3f7604b08f9b68087e91c4.json;273;
200;mafdb_bdf7b87e05be228017da27afd5fd158ebe4fcf138008526635b8bcdbe380f328.json;denethor;mafdb/mafdb_bdf7b87e05be228017da27afd5fd158ebe4fcf138008526635b8bcdbe380f328.json;273;
201;mafdb_1d419943bc17a86fe648d8caad874862360b7c73c08c99b7c26040bc9939b002.json;denethor;mafdb/mafdb_1d419943bc17a86fe648d8caad874862360b7c73c08c99b7c26040bc9939b002.json;273;
202;mafdb_31199a0a134043b94c15114abad10433bfa58c2f87e3106720f88bf29e76f1ae.json;denethor;mafdb/mafdb_31199a0a134043b94c15114abad10433bfa58c2f87e3106720f88bf29e76f1ae.json;273;
203;mafdb_0c0820ae1c049843611f2960bcb98f1a1ec71ef7658c721e8a26ebbbe44b819e.json;denethor;mafdb/mafdb_0c0820ae1c049843611f2960bcb98f1a1ec71ef7658c721e8a26ebbbe44b819e.json;15160;
204;ORTHOMCL534;denethor;data/full_dataset/ORTHOMCL534;3952;
205;tree_ORTHOMCL534.nexus;denethor;tree/tree_ORTHOMCL534.nexus;461;
206;ORTHOMCL537;denethor;data/full_dataset/ORTHOMCL537;4336;
208;ORTHOMCL540;denethor;data/full_dataset/ORTHOMCL540;4743;
209;tree_ORTHOMCL540.nexus;denethor;tree/tree_ORTHOMCL540.nexus;463;
210;ORTHOMCL557;denethor;data/full_dataset/ORTHOMCL557;4502;
211;tree_ORTHOMCL557.nexus;denethor;tree/tree_ORTHOMCL557.nexus;469;
212;ORTHOMCL581;denethor;data/full_dataset/ORTHOMCL581;4561;
213;tree_ORTHOMCL581.nexus;denethor;tree/tree_ORTHOMCL581.nexus;455;
214;ORTHOMCL588;denethor;data/full_dataset/ORTHOMCL588;4110;
215;tree_ORTHOMCL588.nexus;denethor;tree/tree_ORTHOMCL588.nexus;463;
216;ORTHOMCL592;denethor;data/full_dataset/ORTHOMCL592;3605;
217;tree_ORTHOMCL592.nexus;denethor;tree/tree_ORTHOMCL592.nexus;456;
218;ORTHOMCL596;denethor;data/full_dataset/ORTHOMCL596;4071;
219;tree_ORTHOMCL596.nexus;denethor;tree/tree_ORTHOMCL596.nexus;455;
220;ORTHOMCL609;denethor;data/full_dataset/ORTHOMCL609;3406;
221;tree_ORTHOMCL609.nexus;denethor;tree/tree_ORTHOMCL609.nexus;463;
222;ORTHOMCL613;denethor;data/full_dataset/ORTHOMCL613;3356;
223;tree_ORTHOMCL613.nexus;denethor;tree/tree_ORTHOMCL613.nexus;455;
224;ORTHOMCL617;denethor;data/full_dataset/ORTHOMCL617;4347;
225;tree_ORTHOMCL617.nexus;denethor;tree/tree_ORTHOMCL617.nexus;463;
226;ORTHOMCL625;denethor;data/full_dataset/ORTHOMCL625;4424;
227;tree_ORTHOMCL625.nexus;denethor;tree/tree_ORTHOMCL625.nexus;469;
228;ORTHOMCL626;denethor;data/full_dataset/ORTHOMCL626;4072;
229;tree_ORTHOMCL626.nexus;denethor;tree/tree_ORTHOMCL626.nexus;463;
230;ORTHOMCL641;denethor;data/full_dataset/ORTHOMCL641;3872;
231;tree_ORTHOMCL641.nexus;denethor;tree/tree_ORTHOMCL641.nexus;451;
232;ORTHOMCL648;denethor;data/full_dataset/ORTHOMCL648;4045;
233;tree_ORTHOMCL648.nexus;denethor;tree/tree_ORTHOMCL648.nexus;461;
234;ORTHOMCL650;denethor;data/full_dataset/ORTHOMCL650;2329;
235;tree_ORTHOMCL650.nexus;denethor;tree/tree_ORTHOMCL650.nexus;461;
236;ORTHOMCL652;denethor;data/full_dataset/ORTHOMCL652;2621;
237;tree_ORTHOMCL652.nexus;denethor;tree/tree_ORTHOMCL652.nexus;471;
238;ORTHOMCL659;denethor;data/full_dataset/ORTHOMCL659;3551;
239;tree_ORTHOMCL659.nexus;denethor;tree/tree_ORTHOMCL659.nexus;469;
240;ORTHOMCL665;denethor;data/full_dataset/ORTHOMCL665;3356;
241;tree_ORTHOMCL665.nexus;denethor;tree/tree_ORTHOMCL665.nexus;461;
242;ORTHOMCL667;denethor;data/full_dataset/ORTHOMCL667;3481;
243;tree_ORTHOMCL667.nexus;denethor;tree/tree_ORTHOMCL667.nexus;459;
244;ORTHOMCL680;denethor;data/full_dataset/ORTHOMCL680;3949;
245;tree_ORTHOMCL680.nexus;denethor;tree/tree_ORTHOMCL680.nexus;461;
246;ORTHOMCL721;denethor;data/full_dataset/ORTHOMCL721;4302;
247;tree_ORTHOMCL721.nexus;denethor;tree/tree_ORTHOMCL721.nexus;415;
248;ORTHOMCL726;denethor;data/full_dataset/ORTHOMCL726;3332;
249;tree_ORTHOMCL726.nexus;denethor;tree/tree_ORTHOMCL726.nexus;415;
250;ORTHOMCL728;denethor;data/full_dataset/ORTHOMCL728;2270;
251;tree_ORTHOMCL728.nexus;denethor;tree/tree_ORTHOMCL728.nexus;415;
252;ORTHOMCL733;denethor;data/full_dataset/ORTHOMCL733;3549;
253;tree_ORTHOMCL733.nexus;denethor;tree/tree_ORTHOMCL733.nexus;415;
254;ORTHOMCL741;denethor;data/full_dataset/ORTHOMCL741;4494;
255;tree_ORTHOMCL741.nexus;denethor;tree/tree_ORTHOMCL741.nexus;407;
256;ORTHOMCL744;denethor;data/full_dataset/ORTHOMCL744;5130;
257;tree_ORTHOMCL744.nexus;denethor;tree/tree_ORTHOMCL744.nexus;407;
258;ORTHOMCL746;denethor;data/full_dataset/ORTHOMCL746;5130;
259;tree_ORTHOMCL746.nexus;denethor;tree/tree_ORTHOMCL746.nexus;407;
260;ORTHOMCL748;denethor;data/full_dataset/ORTHOMCL748;3040;
261;tree_ORTHOMCL748.nexus;denethor;tree/tree_ORTHOMCL748.nexus;405;
262;ORTHOMCL750;denethor;data/full_dataset/ORTHOMCL750;4877;
263;tree_ORTHOMCL750.nexus;denethor;tree/tree_ORTHOMCL750.nexus;405;
264;tree_ORTHOMCL534_Inner1.nexus;denethor;subtree/tree_ORTHOMCL534_Inner1.nexus;185;
