id;tag;file_name;file_size;duration_ms;metric_type;created_at;normalized_duration_ms
7405;tag_1746314421583;tree_ORTHOMCL1006_Inner1.nexus;191;79.98969099992337;download;2025-05-07 17:03:16.214641;
7406;tag_1746314421583;tree_ORTHOMCL1006_Inner2.nexus;187;159.819084999981;download;2025-05-07 17:03:16.214641;
7407;tag_1746314421583;tree_ORTHOMCL1006_Inner3.nexus;249;99.82033100004628;download;2025-05-07 17:03:16.214641;
7408;tag_1746314421583;tree_ORTHOMCL1006_Inner4.nexus;405;113.36259400002291;download;2025-05-07 17:03:16.214641;
7409;tag_1746314421583;tree_ORTHOMCL1007_Inner1.nexus;185;95.64681899996685;download;2025-05-07 17:03:16.214641;
7410;tag_1746314421583;tree_ORTHOMCL1007_Inner2.nexus;187;102.2223169999279;download;2025-05-07 17:03:16.214641;
7411;tag_1746314421583;tree_ORTHOMCL1007_Inner3.nexus;245;147.86218000006102;download;2025-05-07 17:03:16.214641;
7412;tag_1746314421583;tree_ORTHOMCL1007_Inner4.nexus;407;108.61965599997347;download;2025-05-07 17:03:16.214641;
7413;tag_1746314421583;tree_ORTHOMCL1008_Inner1.nexus;185;100.18201399998361;download;2025-05-07 17:03:16.214641;
7414;tag_1746314421583;tree_ORTHOMCL1008_Inner2.nexus;187;110.85130699996171;download;2025-05-07 17:03:16.214641;
7415;tag_1746314421583;tree_ORTHOMCL1008_Inner3.nexus;245;119.56383299991558;download;2025-05-07 17:03:16.214641;
7416;tag_1746314421583;tree_ORTHOMCL1008_Inner4.nexus;399;100.14745999990282;download;2025-05-07 17:03:16.214641;
7417;tag_1746314421583;tree_ORTHOMCL1009_Inner1.nexus;185;119.69791900003202;download;2025-05-07 17:03:16.214641;
7418;tag_1746314421583;tree_ORTHOMCL1009_Inner2.nexus;191;119.65907000001152;download;2025-05-07 17:03:16.214641;
7419;tag_1746314421583;tree_ORTHOMCL1009_Inner3.nexus;187;119.72558299999037;download;2025-05-07 17:03:16.214641;
7420;tag_1746314421583;tree_ORTHOMCL1009_Inner4.nexus;405;99.73484999989068;download;2025-05-07 17:03:16.214641;
7421;tag_1746314421583;tree_ORTHOMCL1018_Inner1.nexus;187;99.97815099995933;download;2025-05-07 17:03:16.214641;
7422;tag_1746314421583;tree_ORTHOMCL1018_Inner2.nexus;185;99.63955900002475;download;2025-05-07 17:03:16.214641;
7423;tag_1746314421583;tree_ORTHOMCL1018_Inner3.nexus;245;113.00450700002784;download;2025-05-07 17:03:16.214641;
7424;tag_1746314421583;tree_ORTHOMCL1018_Inner4.nexus;407;106.71932100001413;download;2025-05-07 17:03:16.214641;
7425;tag_1746314421583;tree_ORTHOMCL1021_Inner1.nexus;185;99.82765400002336;download;2025-05-07 17:03:16.214641;
7426;tag_1746314421583;tree_ORTHOMCL1021_Inner2.nexus;193;119.65271300005043;download;2025-05-07 17:03:16.214641;
7427;tag_1746314421583;tree_ORTHOMCL1021_Inner3.nexus;249;99.9026980000508;download;2025-05-07 17:03:16.214641;
7428;tag_1746314421583;tree_ORTHOMCL1021_Inner4.nexus;403;119.7145639999917;download;2025-05-07 17:03:16.214641;
7429;tag_1746314421583;tree_ORTHOMCL1023_Inner1.nexus;187;119.81321200005368;download;2025-05-07 17:03:16.214641;
7430;tag_1746314421583;tree_ORTHOMCL1023_Inner2.nexus;251;99.87055300007341;download;2025-05-07 17:03:16.214641;
7431;tag_1746314421583;tree_ORTHOMCL1023_Inner3.nexus;309;119.75698200001261;download;2025-05-07 17:03:16.214641;
7432;tag_1746314421583;tree_ORTHOMCL1023_Inner4.nexus;413;99.9571529999912;download;2025-05-07 17:03:16.214641;
7433;tag_1746314421583;tree_ORTHOMCL1027_Inner1.nexus;185;119.6862350000174;download;2025-05-07 17:03:16.214641;
7434;tag_1746314421583;tree_ORTHOMCL1027_Inner2.nexus;187;99.88002900001902;download;2025-05-07 17:03:16.214641;
7435;tag_1746314421583;tree_ORTHOMCL1027_Inner3.nexus;245;99.73625400004948;download;2025-05-07 17:03:16.214641;
7436;tag_1746314421583;tree_ORTHOMCL1027_Inner4.nexus;399;99.6464359999436;download;2025-05-07 17:03:16.214641;
7437;tag_1746314421583;tree_ORTHOMCL1029_Inner1.nexus;185;119.91409300003397;download;2025-05-07 17:03:16.214641;
7438;tag_1746314421583;tree_ORTHOMCL1029_Inner2.nexus;187;379.8972719999938;download;2025-05-07 17:03:16.214641;
7439;tag_1746314421583;tree_ORTHOMCL1029_Inner3.nexus;245;99.64722300003359;download;2025-05-07 17:03:16.214641;
7440;tag_1746314421583;tree_ORTHOMCL1029_Inner4.nexus;407;99.81049299994993;download;2025-05-07 17:03:16.214641;
7441;tag_1746314421583;tree_ORTHOMCL1033_Inner1.nexus;185;119.6932419999257;download;2025-05-07 17:03:16.214641;
7442;tag_1746314421583;tree_ORTHOMCL1033_Inner2.nexus;187;99.86969099998078;download;2025-05-07 17:03:16.214641;
7443;tag_1746314421583;tree_ORTHOMCL1033_Inner3.nexus;249;99.80807800002367;download;2025-05-07 17:03:16.214641;
7444;tag_1746314421583;tree_ORTHOMCL1033_Inner4.nexus;405;128.28720499999235;download;2025-05-07 17:03:16.214641;
7445;tag_1746314421583;tree_ORTHOMCL1034_Inner1.nexus;187;111.33377200007999;download;2025-05-07 17:03:16.214641;
7446;tag_1746314421583;tree_ORTHOMCL1034_Inner2.nexus;185;119.72832899994046;download;2025-05-07 17:03:16.214641;
7447;tag_1746314421583;tree_ORTHOMCL1034_Inner3.nexus;245;99.82588599996234;download;2025-05-07 17:03:16.214641;
7448;tag_1746314421583;tree_ORTHOMCL1034_Inner4.nexus;399;99.8745480000025;download;2025-05-07 17:03:16.214641;
7449;tag_1746314421583;tree_ORTHOMCL1038_Inner1.nexus;185;99.76884100001371;download;2025-05-07 17:03:16.214641;
7450;tag_1746314421583;tree_ORTHOMCL1038_Inner2.nexus;187;99.72455700005867;download;2025-05-07 17:03:16.214641;
7451;tag_1746314421583;tree_ORTHOMCL1038_Inner3.nexus;243;99.93274399994334;download;2025-05-07 17:03:16.214641;
7452;tag_1746314421583;tree_ORTHOMCL1038_Inner4.nexus;405;130.38237099999606;download;2025-05-07 17:03:16.214641;
7453;tag_1746314421583;tree_ORTHOMCL1039_Inner1.nexus;185;109.22633999996378;download;2025-05-07 17:03:16.214641;
7454;tag_1746314421583;tree_ORTHOMCL1039_Inner2.nexus;187;99.79979199999889;download;2025-05-07 17:03:16.214641;
7455;tag_1746314421583;tree_ORTHOMCL1039_Inner3.nexus;243;119.76005700000769;download;2025-05-07 17:03:16.214641;
7456;tag_1746314421583;tree_ORTHOMCL1039_Inner4.nexus;405;99.7832580000022;download;2025-05-07 17:03:16.214641;
7457;tag_1746314421583;tree_ORTHOMCL1042_Inner1.nexus;185;119.70565799992983;download;2025-05-07 17:03:16.214641;
7458;tag_1746314421583;tree_ORTHOMCL1042_Inner2.nexus;185;100.06945899999664;download;2025-05-07 17:03:16.214641;
7459;tag_1746314421583;tree_ORTHOMCL1042_Inner3.nexus;249;112.21100299997033;download;2025-05-07 17:03:16.214641;
7460;tag_1746314421583;tree_ORTHOMCL1042_Inner4.nexus;405;107.17767500000264;download;2025-05-07 17:03:16.214641;
7461;tag_1746314421583;tree_ORTHOMCL1043_Inner1.nexus;185;99.73800099999153;download;2025-05-07 17:03:16.214641;
7462;tag_1746314421583;tree_ORTHOMCL1043_Inner2.nexus;241;100.3048720000379;download;2025-05-07 17:03:16.214641;
7463;tag_1746314421583;tree_ORTHOMCL1043_Inner3.nexus;187;120.2993269999979;download;2025-05-07 17:03:16.214641;
7464;tag_1746314421583;tree_ORTHOMCL1043_Inner4.nexus;399;98.88303200000337;download;2025-05-07 17:03:16.214641;
7465;tag_1746314421583;tree_ORTHOMCL1074_Inner1.nexus;185;119.74770300003001;download;2025-05-07 17:03:16.214641;
7466;tag_1746314421583;tree_ORTHOMCL1074_Inner2.nexus;241;100.62808800000766;download;2025-05-07 17:03:16.214641;
7467;tag_1746314421583;tree_ORTHOMCL1074_Inner3.nexus;187;119.05015399997865;download;2025-05-07 17:03:16.214641;
7468;tag_1746314421583;tree_ORTHOMCL1074_Inner4.nexus;397;99.89416999997047;download;2025-05-07 17:03:16.214641;
7469;tag_1746314421583;tree_ORTHOMCL1083_Inner1.nexus;185;99.6660509999856;download;2025-05-07 17:03:16.214641;
7470;tag_1746314421583;tree_ORTHOMCL1083_Inner2.nexus;187;119.68499500005692;download;2025-05-07 17:03:16.214641;
7471;tag_1746314421583;tree_ORTHOMCL1083_Inner3.nexus;241;99.85453800004507;download;2025-05-07 17:03:16.214641;
7472;tag_1746314421583;tree_ORTHOMCL1083_Inner4.nexus;397;119.90347000005386;download;2025-05-07 17:03:16.214641;
7473;tag_1746314421583;tree_ORTHOMCL1087_Inner1.nexus;185;106.16183500007992;download;2025-05-07 17:03:16.214641;
7474;tag_1746314421583;tree_ORTHOMCL1087_Inner2.nexus;185;113.48260600004778;download;2025-05-07 17:03:16.214641;
7475;tag_1746314421583;tree_ORTHOMCL1087_Inner3.nexus;241;99.9333239999487;download;2025-05-07 17:03:16.214641;
7476;tag_1746314421583;tree_ORTHOMCL1087_Inner4.nexus;395;119.51212199994643;download;2025-05-07 17:03:16.214641;
7477;tag_1746314421583;tree_ORTHOMCL1092_Inner1.nexus;185;99.96877100002166;download;2025-05-07 17:03:16.214641;
7478;tag_1746314421583;tree_ORTHOMCL1092_Inner2.nexus;187;99.84325599998556;download;2025-05-07 17:03:16.214641;
7479;tag_1746314421583;tree_ORTHOMCL1092_Inner3.nexus;243;99.71974299992326;download;2025-05-07 17:03:16.214641;
7480;tag_1746314421583;tree_ORTHOMCL1092_Inner4.nexus;405;120.00395699999444;download;2025-05-07 17:03:16.214641;
7481;tag_1746314421583;tree_ORTHOMCL1100_Inner1.nexus;193;99.7301710000329;download;2025-05-07 17:03:16.214641;
7482;tag_1746314421583;tree_ORTHOMCL1100_Inner2.nexus;187;119.66222099999868;download;2025-05-07 17:03:16.214641;
7483;tag_1746314421583;tree_ORTHOMCL1100_Inner3.nexus;243;99.79891000000407;download;2025-05-07 17:03:16.214641;
7484;tag_1746314421583;tree_ORTHOMCL1100_Inner4.nexus;413;119.84636099998625;download;2025-05-07 17:03:16.214641;
7485;tag_1746314421583;tree_ORTHOMCL1104_Inner1.nexus;185;99.82692899995982;download;2025-05-07 17:03:16.214641;
7486;tag_1746314421583;tree_ORTHOMCL1104_Inner2.nexus;185;99.90369199999805;download;2025-05-07 17:03:16.214641;
7487;tag_1746314421583;tree_ORTHOMCL1104_Inner3.nexus;243;114.64761100000942;download;2025-05-07 17:03:16.214641;
7488;tag_1746314421583;tree_ORTHOMCL1104_Inner4.nexus;405;364.9334509999562;download;2025-05-07 17:03:16.214641;
7489;tag_1746314421583;tree_ORTHOMCL1113_Inner1.nexus;193;99.85093899990716;download;2025-05-07 17:03:16.214641;
7490;tag_1746314421583;tree_ORTHOMCL1113_Inner2.nexus;185;119.7947739999563;download;2025-05-07 17:03:16.214641;
7491;tag_1746314421583;tree_ORTHOMCL1113_Inner3.nexus;243;100.30342299990025;download;2025-05-07 17:03:16.214641;
7492;tag_1746314421583;tree_ORTHOMCL1113_Inner4.nexus;405;119.26556699995672;download;2025-05-07 17:03:16.214641;
7493;tag_1746314421583;tree_ORTHOMCL1125_Inner1.nexus;187;102.7985409999701;download;2025-05-07 17:03:16.214641;
7494;tag_1746314421583;tree_ORTHOMCL1125_Inner2.nexus;243;116.74317599999995;download;2025-05-07 17:03:16.214641;
7495;tag_1746314421583;tree_ORTHOMCL1125_Inner3.nexus;193;99.8507490000975;download;2025-05-07 17:03:16.214641;
7496;tag_1746314421583;tree_ORTHOMCL1125_Inner4.nexus;407;100.82726299992828;download;2025-05-07 17:03:16.214641;
7497;tag_1746314421583;tree_ORTHOMCL1126_Inner1.nexus;187;118.78952000006393;download;2025-05-07 17:03:16.214641;
7498;tag_1746314421583;tree_ORTHOMCL1126_Inner2.nexus;243;119.66451099999631;download;2025-05-07 17:03:16.214641;
7499;tag_1746314421583;tree_ORTHOMCL1126_Inner3.nexus;185;99.91277500000706;download;2025-05-07 17:03:16.214641;
7500;tag_1746314421583;tree_ORTHOMCL1126_Inner4.nexus;405;99.81142799995268;download;2025-05-07 17:03:16.214641;
7501;tag_1746314421583;tree_ORTHOMCL1127_Inner1.nexus;185;119.80104899998878;download;2025-05-07 17:03:16.214641;
7502;tag_1746314421583;tree_ORTHOMCL1127_Inner2.nexus;187;99.78829500005304;download;2025-05-07 17:03:16.214641;
7503;tag_1746314421583;tree_ORTHOMCL1127_Inner3.nexus;243;119.79294000002483;download;2025-05-07 17:03:16.214641;
7504;tag_1746314421583;tree_ORTHOMCL1127_Inner4.nexus;405;119.61224000003767;download;2025-05-07 17:03:16.214641;
7505;tag_1746314421583;tree_ORTHOMCL1129_Inner1.nexus;185;99.80385500000466;download;2025-05-07 17:03:16.214641;
7506;tag_1746314421583;tree_ORTHOMCL1129_Inner2.nexus;249;99.96336999995492;download;2025-05-07 17:03:16.214641;
7507;tag_1746314421583;tree_ORTHOMCL1129_Inner3.nexus;187;99.78858900001342;download;2025-05-07 17:03:16.214641;
7508;tag_1746314421583;tree_ORTHOMCL1129_Inner4.nexus;407;101.59982499999387;download;2025-05-07 17:03:16.214641;
7509;tag_1746314421583;tree_ORTHOMCL1131_Inner1.nexus;185;118.01657000000887;download;2025-05-07 17:03:16.214641;
7510;tag_1746314421583;tree_ORTHOMCL1131_Inner2.nexus;187;119.81716399998277;download;2025-05-07 17:03:16.214641;
7511;tag_1746314421583;tree_ORTHOMCL1131_Inner3.nexus;243;99.73908500001016;download;2025-05-07 17:03:16.214641;
7512;tag_1746314421583;tree_ORTHOMCL1131_Inner4.nexus;405;114.23807699998179;download;2025-05-07 17:03:16.214641;
7513;tag_1746314421583;tree_ORTHOMCL1135_Inner1.nexus;185;125.3730150000365;download;2025-05-07 17:03:16.214641;
7514;tag_1746314421583;tree_ORTHOMCL1135_Inner2.nexus;187;99.83963299998777;download;2025-05-07 17:03:16.214641;
7515;tag_1746314421583;tree_ORTHOMCL1135_Inner3.nexus;243;107.05110900005366;download;2025-05-07 17:03:16.214641;
7516;tag_1746314421583;tree_ORTHOMCL1135_Inner4.nexus;405;112.58141600001181;download;2025-05-07 17:03:16.214641;
7517;tag_1746314421583;tree_ORTHOMCL1136_Inner1.nexus;185;99.89205699991999;download;2025-05-07 17:03:16.214641;
7518;tag_1746314421583;tree_ORTHOMCL1136_Inner2.nexus;185;99.70412799998485;download;2025-05-07 17:03:16.214641;
7519;tag_1746314421583;tree_ORTHOMCL1136_Inner3.nexus;249;114.33536499998809;download;2025-05-07 17:03:16.214641;
7520;tag_1746314421583;tree_ORTHOMCL1136_Inner4.nexus;403;105.23117900004308;download;2025-05-07 17:03:16.214641;
7521;tag_1746314421583;tree_ORTHOMCL1146_Inner1.nexus;193;99.81991499989817;download;2025-05-07 17:03:16.214641;
7522;tag_1746314421583;tree_ORTHOMCL1146_Inner2.nexus;187;119.68074300000353;download;2025-05-07 17:03:16.214641;
7523;tag_1746314421583;tree_ORTHOMCL1146_Inner3.nexus;245;111.75846499997988;download;2025-05-07 17:03:16.214641;
7524;tag_1746314421583;tree_ORTHOMCL1146_Inner4.nexus;407;87.9107580000209;download;2025-05-07 17:03:16.214641;
7525;tag_1746314421583;tree_ORTHOMCL1147_Inner1.nexus;191;125.70975300002374;download;2025-05-07 17:03:16.214641;
7526;tag_1746314421583;tree_ORTHOMCL1147_Inner2.nexus;249;113.79317699993408;download;2025-05-07 17:03:16.214641;
7527;tag_1746314421583;tree_ORTHOMCL1147_Inner3.nexus;183;100.00763499999721;download;2025-05-07 17:03:16.214641;
7528;tag_1746314421583;tree_ORTHOMCL1147_Inner4.nexus;409;99.77433699998528;download;2025-05-07 17:03:16.214641;
7529;tag_1746314421583;tree_ORTHOMCL1166_Inner1.nexus;185;119.75013799997214;download;2025-05-07 17:03:16.214641;
7530;tag_1746314421583;tree_ORTHOMCL1166_Inner2.nexus;187;99.85330899996825;download;2025-05-07 17:03:16.214641;
7531;tag_1746314421583;tree_ORTHOMCL1166_Inner3.nexus;245;118.09726299998147;download;2025-05-07 17:03:16.214641;
7532;tag_1746314421583;tree_ORTHOMCL1166_Inner4.nexus;399;82.03769499993996;download;2025-05-07 17:03:16.214641;
7533;tag_1746314421583;tree_ORTHOMCL1305_Inner1.nexus;193;139.16404799999782;download;2025-05-07 17:03:16.214641;
7534;tag_1746314421583;tree_ORTHOMCL1305_Inner2.nexus;187;99.90655800004333;download;2025-05-07 17:03:16.214641;
7535;tag_1746314421583;tree_ORTHOMCL1305_Inner3.nexus;357;106.57451199995194;download;2025-05-07 17:03:16.214641;
7536;tag_1746314421583;tree_ORTHOMCL1311_Inner1.nexus;193;112.93191099991873;download;2025-05-07 17:03:16.214641;
7537;tag_1746314421583;tree_ORTHOMCL1311_Inner2.nexus;187;99.89023799994357;download;2025-05-07 17:03:16.214641;
7538;tag_1746314421583;tree_ORTHOMCL1311_Inner3.nexus;357;379.80401200002234;download;2025-05-07 17:03:16.214641;
7539;tag_1746314421583;tree_ORTHOMCL1313_Inner1.nexus;193;99.86142200000359;download;2025-05-07 17:03:16.214641;
7540;tag_1746314421583;tree_ORTHOMCL1313_Inner2.nexus;187;99.77281700003005;download;2025-05-07 17:03:16.214641;
7541;tag_1746314421583;tree_ORTHOMCL1313_Inner3.nexus;357;119.81116200001907;download;2025-05-07 17:03:16.214641;
7542;tag_1746314421583;tree_ORTHOMCL1314_Inner1.nexus;193;119.79330999997728;download;2025-05-07 17:03:16.214641;
7543;tag_1746314421583;tree_ORTHOMCL1314_Inner2.nexus;193;100.03858499999296;download;2025-05-07 17:03:16.214641;
7544;tag_1746314421583;tree_ORTHOMCL1314_Inner3.nexus;357;119.40810100009003;download;2025-05-07 17:03:16.214641;
7545;tag_1746314421583;tree_ORTHOMCL1316_Inner1.nexus;193;99.91233199991711;download;2025-05-07 17:03:16.214641;
7546;tag_1746314421583;tree_ORTHOMCL1316_Inner2.nexus;187;99.82087299999876;download;2025-05-07 17:03:16.214641;
7547;tag_1746314421583;tree_ORTHOMCL1316_Inner3.nexus;357;99.83757500003776;download;2025-05-07 17:03:16.214641;
7548;tag_1746314421583;tree_ORTHOMCL1334_Inner1.nexus;193;99.79320499996902;download;2025-05-07 17:03:16.214641;
7549;tag_1746314421583;tree_ORTHOMCL1334_Inner2.nexus;187;99.87546000002112;download;2025-05-07 17:03:16.214641;
7550;tag_1746314421583;tree_ORTHOMCL1334_Inner3.nexus;357;99.73972000000231;download;2025-05-07 17:03:16.214641;
7551;tag_1746314421583;tree_ORTHOMCL1352_Inner1.nexus;185;119.73501399995712;download;2025-05-07 17:03:16.214641;
7552;tag_1746314421583;tree_ORTHOMCL1352_Inner2.nexus;193;99.93168100004368;download;2025-05-07 17:03:16.214641;
7553;tag_1746314421583;tree_ORTHOMCL1352_Inner3.nexus;349;109.1628670000091;download;2025-05-07 17:03:16.214641;
7554;tag_1746314421583;tree_ORTHOMCL1359_Inner1.nexus;185;92.23935800002891;download;2025-05-07 17:03:16.214641;
7555;tag_1746314421583;tree_ORTHOMCL1359_Inner2.nexus;193;117.83951199993226;download;2025-05-07 17:03:16.214641;
7556;tag_1746314421583;tree_ORTHOMCL1359_Inner3.nexus;349;100.04372399998829;download;2025-05-07 17:03:16.214641;
7557;tag_1746314421583;tree_ORTHOMCL1363_Inner1.nexus;185;99.72371000003477;download;2025-05-07 17:03:16.214641;
7558;tag_1746314421583;tree_ORTHOMCL1363_Inner2.nexus;187;139.72262499999033;download;2025-05-07 17:03:16.214641;
7559;tag_1746314421583;tree_ORTHOMCL1363_Inner3.nexus;349;99.9730680000539;download;2025-05-07 17:03:16.214641;
7560;tag_1746314421583;tree_ORTHOMCL1370_Inner1.nexus;185;99.79720299998007;download;2025-05-07 17:03:16.214641;
7561;tag_1746314421583;tree_ORTHOMCL1370_Inner2.nexus;187;101.46135900004083;download;2025-05-07 17:03:16.214641;
7562;tag_1746314421583;tree_ORTHOMCL1370_Inner3.nexus;349;118.14282099999218;download;2025-05-07 17:03:16.214641;
7563;tag_1746314421583;tree_ORTHOMCL1374_Inner1.nexus;185;119.68019300002197;download;2025-05-07 17:03:16.214641;
7564;tag_1746314421583;tree_ORTHOMCL1374_Inner2.nexus;187;99.88005799993971;download;2025-05-07 17:03:16.214641;
7565;tag_1746314421583;tree_ORTHOMCL1374_Inner3.nexus;349;99.74162499997874;download;2025-05-07 17:03:16.214641;
7566;tag_1746314421583;tree_ORTHOMCL1375_Inner1.nexus;185;119.70316099996126;download;2025-05-07 17:03:16.214641;
7567;tag_1746314421583;tree_ORTHOMCL1375_Inner2.nexus;187;99.92061100001592;download;2025-05-07 17:03:16.214641;
7568;tag_1746314421583;tree_ORTHOMCL1375_Inner3.nexus;349;126.84292300002653;download;2025-05-07 17:03:16.214641;
7569;tag_1746314421583;tree_ORTHOMCL1378_Inner1.nexus;185;132.80968300000495;download;2025-05-07 17:03:16.214641;
7570;tag_1746314421583;tree_ORTHOMCL1378_Inner2.nexus;249;99.78112999999666;download;2025-05-07 17:03:16.214641;
7571;tag_1746314421583;tree_ORTHOMCL1378_Inner3.nexus;349;99.81439000000591;download;2025-05-07 17:03:16.214641;
7572;tag_1746314421583;tree_ORTHOMCL1385_Inner1.nexus;185;99.78346200000487;download;2025-05-07 17:03:16.214641;
7573;tag_1746314421583;tree_ORTHOMCL1385_Inner2.nexus;193;99.80367499997556;download;2025-05-07 17:03:16.214641;
7574;tag_1746314421583;tree_ORTHOMCL1385_Inner3.nexus;349;99.62171899996974;download;2025-05-07 17:03:16.214641;
7575;tag_1746314421583;tree_ORTHOMCL1403_Inner1.nexus;185;99.8197879999907;download;2025-05-07 17:03:16.214641;
7576;tag_1746314421583;tree_ORTHOMCL1403_Inner2.nexus;187;99.94640600007187;download;2025-05-07 17:03:16.214641;
7577;tag_1746314421583;tree_ORTHOMCL1403_Inner3.nexus;349;99.78048200002831;download;2025-05-07 17:03:16.214641;
7578;tag_1746314421583;tree_ORTHOMCL1404_Inner1.nexus;185;99.8331320000716;download;2025-05-07 17:03:16.214641;
7579;tag_1746314421583;tree_ORTHOMCL1404_Inner2.nexus;249;99.81556200000341;download;2025-05-07 17:03:16.214641;
7580;tag_1746314421583;tree_ORTHOMCL1404_Inner3.nexus;347;99.83561199999258;download;2025-05-07 17:03:16.214641;
7581;tag_1746314421583;tree_ORTHOMCL1408_Inner1.nexus;193;119.73257800002557;download;2025-05-07 17:03:16.214641;
7582;tag_1746314421583;tree_ORTHOMCL1408_Inner2.nexus;183;119.72836000006737;download;2025-05-07 17:03:16.214641;
7583;tag_1746314421583;tree_ORTHOMCL1408_Inner3.nexus;353;99.92076200001065;download;2025-05-07 17:03:16.214641;
7584;tag_1746314421583;tree_ORTHOMCL1410_Inner1.nexus;185;106.46689700001843;download;2025-05-07 17:03:16.214641;
7585;tag_1746314421583;tree_ORTHOMCL1410_Inner2.nexus;187;113.04793900001187;download;2025-05-07 17:03:16.214641;
7586;tag_1746314421583;tree_ORTHOMCL1410_Inner3.nexus;349;99.73323700000947;download;2025-05-07 17:03:16.214641;
7587;tag_1746314421583;tree_ORTHOMCL1442_Inner1.nexus;193;99.92666799996641;download;2025-05-07 17:03:16.214641;
7588;tag_1746314421583;tree_ORTHOMCL1442_Inner2.nexus;249;393.85898500006533;download;2025-05-07 17:03:16.214641;
7589;tag_1746314421583;tree_ORTHOMCL1442_Inner3.nexus;347;105.72336699999596;download;2025-05-07 17:03:16.214641;
7590;tag_1746314421583;tree_ORTHOMCL1464_Inner1.nexus;193;99.77478999996947;download;2025-05-07 17:03:16.214641;
7591;tag_1746314421583;tree_ORTHOMCL1464_Inner2.nexus;187;119.80239500007883;download;2025-05-07 17:03:16.214641;
7592;tag_1746314421583;tree_ORTHOMCL1464_Inner3.nexus;349;159.7692969999116;download;2025-05-07 17:03:16.214641;
7593;tag_1746314421583;tree_ORTHOMCL1480_Inner1.nexus;185;99.74769500001912;download;2025-05-07 17:03:16.214641;
7594;tag_1746314421583;tree_ORTHOMCL1480_Inner2.nexus;241;117.91783400008171;download;2025-05-07 17:03:16.214641;
7595;tag_1746314421583;tree_ORTHOMCL1480_Inner3.nexus;347;106.77131800002826;download;2025-05-07 17:03:16.214641;
7596;tag_1746314421583;tree_ORTHOMCL1490_Inner1.nexus;185;114.74532099998669;download;2025-05-07 17:03:16.214641;
7597;tag_1746314421583;tree_ORTHOMCL1490_Inner2.nexus;185;99.86845800005995;download;2025-05-07 17:03:16.214641;
7598;tag_1746314421583;tree_ORTHOMCL1490_Inner3.nexus;347;99.87216199999693;download;2025-05-07 17:03:16.214641;
7599;tag_1746314421583;tree_ORTHOMCL1491_Inner1.nexus;185;99.63173200003439;download;2025-05-07 17:03:16.214641;
7600;tag_1746314421583;tree_ORTHOMCL1491_Inner2.nexus;185;119.90716299999349;download;2025-05-07 17:03:16.214641;
7601;tag_1746314421583;tree_ORTHOMCL1491_Inner3.nexus;347;99.76380199998403;download;2025-05-07 17:03:16.214641;
7602;tag_1746314421583;tree_ORTHOMCL1518_Inner1.nexus;185;99.74987700002202;download;2025-05-07 17:03:16.214641;
7603;tag_1746314421583;tree_ORTHOMCL1518_Inner2.nexus;249;119.91326199995456;download;2025-05-07 17:03:16.214641;
7604;tag_1746314421583;tree_ORTHOMCL1518_Inner3.nexus;347;99.81139000001349;download;2025-05-07 17:03:16.214641;
7605;tag_1746314421583;tree_ORTHOMCL1527_Inner1.nexus;193;99.69145599995954;download;2025-05-07 17:03:16.214641;
